accuracy,performanceScore,totalTime,averageReactionTime,incorrectAnswers,currentDifficulty,recentAvgAccuracy,recentAvgPerformance,trendScore,gamesOnCurrentLevel,recommendation
0.95,98.5,41.4,1.24,0,5,0.974,85.8,0.145,8,upgrade
0.674,45,82.5,3.02,11,2,0.82,50.5,-0.106,1,maintain
0.946,86.9,53.0,1.7,3,1,0.922,81.5,0.175,3,upgrade
0.161,41.9,132.1,3.75,14,6,0.297,51.5,-0.008,1,downgrade
0.741,70.5,111.7,2.47,9,4,0.897,88.4,0.19,2,maintain
0.571,14.6,178.8,4.29,14,8,0.552,5,-0.201,4,downgrade
0.475,33.6,169.5,3.63,12,7,0.648,26.2,-0.35,3,downgrade
0.563,88,94.7,1.9,8,8,0.679,79.9,-0.039,3,maintain
0.965,75.0,100.1,2.66,0,6,0.885,84.4,0.149,10,upgrade
0.371,70,104.7,2.5,14,7,0.231,78,-0.085,7,downgrade
0.543,58.7,79.5,2.25,7,5,0.657,45,-0.124,10,maintain
0.943,85.0,66.9,1.83,1,5,0.938,86.7,-0.069,1,maintain
0.914,72.9,86.5,2.24,2,4,0.945,87.7,0.09,7,upgrade
0.167,40.4,165.7,3.2,19,5,0.25,51.9,-0.017,8,downgrade
0.293,48.1,147.1,2.93,15,3,0.231,30.3,-0.234,4,downgrade
0.465,38.8,127.8,3.15,8,2,0.496,52.2,-0.254,8,downgrade
0.393,33.4,123.9,3.17,9,2,0.329,46.8,-0.066,2,downgrade
0.864,79.6,74.5,2.72,3,7,0.955,90.5,0.009,8,upgrade
0.927,79.4,92.2,2.39,2,7,0.819,95.2,0.237,10,upgrade
0.771,83.9,90.0,1.78,8,1,0.908,88.4,-0.031,1,maintain
0.286,49.9,128.3,3.21,14,7,0.277,47.5,-0.022,4,downgrade
0.278,27.0,144.4,3.51,13,7,0.269,39.8,-0.276,4,downgrade
0.965,97.5,59.0,1.67,1,4,0.971,95.0,-0.026,8,upgrade
0.843,74.4,98.8,2.83,3,5,0.89,91.1,0.199,5,upgrade
0.339,20.4,121.6,4.17,9,8,0.178,25.8,-0.014,4,downgrade
0.23,39.9,174.9,3.51,17,8,0.38,38.1,-0.372,6,downgrade
0.933,75.3,37.9,1.77,0,2,0.876,78.8,0.142,7,upgrade
0.175,30.7,174.7,3.17,18,4,0.265,44.0,-0.291,6,downgrade
0.308,42.5,109.6,3.16,13,8,0.259,54.9,-0.224,4,downgrade
0.249,39.8,157.6,3.44,11,6,0.247,38.0,-0.16,2,downgrade
0.163,50.4,123.8,2.93,11,2,0.184,40.7,0.039,1,downgrade
0.951,91.4,63.7,1.55,3,4,1.0,88.4,-0.09,10,upgrade
0.917,89.8,45.0,1.61,1,6,0.9,86.2,0.153,8,upgrade
0.759,55.8,106.7,2.92,7,7,0.802,66.8,0.181,10,maintain
0.416,23.8,158.0,3.86,9,1,0.86,92.9,-0.044,1,maintain
0.309,29.9,129.1,3.67,13,7,0.423,42.4,-0.049,3,downgrade
0.295,21.7,131.0,4.64,9,6,0.308,17.7,-0.035,4,downgrade
0.881,77.1,95.4,2.82,4,7,0.922,88.7,0.213,10,upgrade
0.226,30.2,120.9,2.88,13,3,0.31,40.2,0.178,4,downgrade
0.356,31.2,128.8,3.71,7,4,0.364,32.2,-0.121,7,downgrade
0.072,28.9,146.4,3.74,20,8,0.05,19.5,-0.079,4,downgrade
0.416,46.4,72.0,2.52,7,2,0.454,42.9,-0.001,3,downgrade
0.821,65.2,64.9,2.81,1,6,0.84,59.2,-0.236,6,maintain
0.832,97.5,74.2,1.87,6,4,0.939,85.9,0.073,6,upgrade
0.92,71.3,79.8,2.61,3,8,0.688,79.9,-0.058,8,maintain
0.891,69.0,98.3,2.35,0,6,0.93,89.2,0.009,6,upgrade
0.49,30.2,136.0,3.98,11,5,0.667,33.1,-0.107,3,downgrade
0.266,47.3,124.1,3.49,16,8,0.139,35.5,-0.217,2,downgrade
0.936,86.1,51.5,2.0,0,1,0.92,95.2,0.019,9,upgrade
0.312,24.9,170.0,3.58,13,5,0.329,27.6,-0.271,2,downgrade
0.627,70.0,69.3,2.19,6,4,0.712,60.1,0.028,10,maintain
1.0,81.2,60.1,2.01,2,2,0.92,86.3,0.028,8,upgrade
0.382,52.9,90.9,2.11,10,8,0.579,58.4,-0.125,5,downgrade
0.941,79.1,50.7,1.73,4,3,0.825,93.3,0.132,6,upgrade
0.181,23.4,154.2,3.77,19,3,0.222,25.5,-0.083,5,downgrade
0.389,37.4,128.2,3.01,5,4,0.288,18.9,0.098,6,downgrade
0.96,71.0,95.6,2.24,0,5,0.918,85.0,0.068,6,upgrade
0.185,29.4,119.9,3.5,15,4,0.213,57.4,-0.243,6,downgrade
0.618,62.6,130.6,2.77,8,8,0.767,79.9,-0.11,6,maintain
0.295,30.2,134.3,3.81,14,8,0.231,30.5,-0.034,4,downgrade
0.98,78.8,79.2,2.24,2,3,0.897,92.2,0.012,6,upgrade
0.793,75.8,57.4,1.9,5,2,0.682,47.0,-0.144,9,maintain
0.591,80.0,117.6,2.6,4,7,0.611,67.6,0.015,9,maintain
0.899,81.2,69.0,1.74,4,1,0.872,89.0,0.097,8,upgrade
0.5,59.6,95.3,2.71,9,3,0.735,56.0,-0.016,3,maintain
0.826,92.8,58.2,1.72,4,5,0.851,83.2,0.089,4,upgrade
0.528,83.4,62.3,1.69,6,3,0.718,69.6,-0.047,7,maintain
0.717,67.4,94.5,2.46,4,5,0.607,70.3,0.076,7,maintain
0.423,36.1,85.4,3.16,6,4,0.539,39.5,0.01,5,downgrade
0.33,12.8,180,3.9,11,6,0.273,5,-0.156,4,downgrade
0.414,18.1,102.1,3.58,7,4,0.397,21.8,-0.001,7,downgrade
0.382,33.3,85.3,2.9,10,2,0.483,30.3,-0.028,2,downgrade
0.307,51.4,136.8,2.39,18,2,0.442,54.6,0.018,1,downgrade
0.183,44.6,118.9,3.38,7,5,0.283,46.7,-0.257,6,downgrade
0.43,13.1,139.4,4.15,10,8,0.362,30.3,-0.343,6,downgrade
0.907,65.6,57.9,2.09,2,1,0.969,92.4,0.036,4,upgrade
0.792,65.9,93.9,2.7,2,6,0.806,57.3,0.03,10,maintain
0.889,79.4,78.2,2.75,1,7,0.872,89.0,-0.081,4,upgrade
0.378,17.9,120.5,3.78,11,2,0.433,15.1,-0.202,6,downgrade
0.572,67.1,116.2,2.55,6,6,0.679,52.2,-0.1,8,maintain
1.0,81.0,115.1,2.64,2,7,0.906,91.9,0.031,6,upgrade
0.925,74.0,78.5,2.59,0,3,0.863,91.1,0.164,3,upgrade
0.42,55.1,96.5,2.87,11,5,0.478,47.6,-0.1,3,downgrade
0.888,84.6,70.9,2.1,5,2,0.903,92.4,0.202,6,upgrade
0.766,45,134.2,3.29,4,7,0.675,72.2,-0.137,3,maintain
0.85,71.1,67.7,2.45,3,5,0.612,68.1,-0.004,7,maintain
0.993,92.1,50.1,1.42,1,2,0.97,79.0,-0.09,8,upgrade
0.5,76.4,91.6,2.11,11,1,0.794,51.0,0.131,7,maintain
0.919,64.6,99.3,2.78,3,7,0.806,60.5,0.248,1,maintain
0.89,93.0,49.7,1.7,2,1,0.963,89.5,0.108,4,upgrade
0.759,94.8,93.0,2.03,6,6,0.862,94.5,0.119,9,upgrade
0.927,77.6,84.6,1.95,5,4,0.952,84.0,-0.265,9,maintain
0.903,88.4,70.1,1.91,1,4,0.876,88.3,0.109,10,upgrade
0.925,99.7,60.7,2.12,0,7,0.879,93.0,0.338,7,upgrade
0.908,86.4,50.1,2.02,0,3,0.833,85.9,0.049,10,upgrade
0.569,13.2,179.1,4.1,7,8,0.731,5,-0.096,3,downgrade
0.791,72.2,95.3,2.15,5,3,0.682,60.6,-0.125,2,maintain
0.843,50.2,84.5,3.11,3,4,0.782,56.3,0.227,6,maintain
0.813,83.6,68.6,2.32,0,6,0.968,84.1,-0.049,2,maintain
0.966,83.4,89.1,1.86,3,6,0.857,81.4,0.273,3,upgrade
0.785,61.3,72.5,2.11,4,3,0.571,62.4,-0.037,7,maintain
0.838,83.1,72.7,2.24,1,2,0.959,87.0,0.138,9,upgrade
0.923,62.7,75.7,2.06,3,3,0.885,81.9,-0.09,5,upgrade
0.903,82.6,77.7,2.33,3,7,0.962,78.4,0.121,10,upgrade
0.847,78.6,73.2,1.86,0,4,0.907,79.2,-0.382,10,maintain
0.862,86.3,96.0,2.29,2,7,0.931,88.2,0.115,10,upgrade
0.422,39.8,108.3,3.24,7,4,0.365,24.0,-0.11,4,downgrade
0.91,76.6,96.1,2.5,3,6,0.941,78.1,-0.09,7,upgrade
0.703,45,92.6,2.88,7,4,0.7,79.9,-0.223,6,maintain
0.193,33.5,99.9,3.22,11,2,0.237,45.3,-0.264,3,downgrade
0.658,61.9,64.4,2.04,3,2,0.789,55.6,-0.108,9,maintain
0.301,38.4,161.8,3.38,13,8,0.257,66.2,-0.424,2,downgrade
0.182,30.5,140.3,3.86,11,8,0.314,34.5,-0.121,8,downgrade
0.764,69.7,120.6,2.82,3,7,0.699,63.5,0.179,10,maintain
0.927,69.7,67.3,2.7,3,5,0.943,90.9,-0.021,1,maintain
0.878,72.6,48.3,2.0,3,1,0.969,87.2,0.035,8,upgrade
0.908,86.8,80.6,2.37,3,8,0.926,81.5,-0.065,2,maintain
0.88,87.3,81.8,1.99,4,5,0.86,91.1,0.154,7,upgrade
0.86,88.6,65.9,1.65,3,1,0.973,79.5,0.209,7,upgrade
0.467,31.6,167.1,3.8,4,8,0.461,26.8,-0.265,5,downgrade
0.782,85.6,42.8,1.52,3,1,0.914,100,0.039,6,upgrade
0.406,39.4,145.6,3.15,10,2,0.496,56.1,-0.128,7,downgrade
0.364,69.2,144.5,2.97,12,7,0.444,74.8,-0.125,1,downgrade
0.285,51.2,102.4,2.69,3,6,0.489,64.9,-0.083,6,downgrade
0.937,77.1,73.3,2.36,3,1,0.839,87.7,0.064,4,upgrade
0.932,92.2,49.7,1.93,2,4,0.897,95.4,0.219,8,upgrade
0.893,64.6,105.9,3.01,3,2,0.897,84.4,0.007,2,maintain
0.843,85.4,84.7,2.19,5,6,0.905,75.7,0.04,3,upgrade
0.766,59.9,107.1,2.43,5,4,0.84,79.9,0.072,9,maintain
0.917,75.9,45.3,1.68,0,2,0.973,92.3,-0.016,6,upgrade
0.312,21.9,127.1,3.76,14,2,0.426,26.3,-0.212,3,downgrade
0.173,33.1,143.1,3.34,9,2,0.101,47.4,-0.327,6,downgrade
0.362,37.3,84.3,3.17,13,2,0.482,23.1,-0.056,4,downgrade
0.133,23.7,114.5,3.44,13,2,0.135,5,-0.031,8,downgrade
0.447,39.6,136.2,3.38,6,7,0.145,70.9,0.122,2,downgrade
0.883,85.7,72.9,2.62,2,7,0.975,87.8,0.099,4,upgrade
0.91,73.4,94.5,2.32,4,4,0.863,76.2,0.214,4,upgrade
0.857,68.7,69.4,2.24,5,3,0.9,94.7,0.196,10,upgrade
0.273,16.5,136.6,3.89,18,5,0.266,38.1,-0.183,7,downgrade
0.741,53.6,101.4,2.56,3,2,0.63,60.0,0.044,8,maintain
0.613,75.7,84.1,2.0,4,5,0.787,67.7,-0.045,6,maintain
0.71,86.3,78.5,2.11,9,5,0.796,65.7,0.071,10,maintain
0.9,84.9,80.8,2.34,2,7,0.916,91.6,0.192,6,upgrade
0.633,66.9,104.4,2.74,8,4,0.731,45,0.141,8,maintain
0.875,87.5,59.6,2.24,2,8,0.581,65.2,0.12,6,maintain
0.846,92.3,40.3,1.65,0,2,0.861,83.0,-0.027,5,upgrade
0.736,51.6,104.3,2.97,7,4,0.84,70.5,0.055,8,maintain
0.904,87.4,47.7,1.84,0,7,0.892,75.8,-0.065,9,upgrade
0.5,46.8,85.7,3.11,8,4,0.629,64.7,-0.185,3,maintain
0.855,74.9,99.4,2.44,3,5,0.869,79.4,0.295,6,upgrade
0.834,80.6,63.5,1.73,3,3,0.958,83.3,0.13,4,upgrade
0.416,28.6,113.2,3.31,15,5,0.35,31.6,0.104,5,downgrade
0.679,79.2,92.6,2.28,6,7,0.552,56.2,0.052,4,maintain
0.872,82.4,66.2,2.1,2,1,0.824,93.5,0.192,6,upgrade
0.912,87.6,75.6,1.87,3,5,0.975,82.1,0.156,5,upgrade
0.745,63.8,66.8,2.45,3,4,0.757,69.6,0.08,7,maintain
0.455,41.4,110.5,2.86,7,2,0.376,50.3,0.213,8,downgrade
0.648,68.4,90.1,2.04,9,1,0.671,79.9,0.069,8,maintain
0.416,39.8,107.4,3.44,8,5,0.591,44.4,-0.131,5,downgrade
0.939,78.6,92.1,2.43,0,6,0.904,86.5,0.189,5,upgrade
0.519,25.6,145.4,3.68,8,3,0.595,38.0,-0.101,8,downgrade
0.971,84.9,83.1,2.23,2,6,0.943,89.3,0.124,6,upgrade
0.892,85.0,74.7,1.95,3,3,0.905,80.0,0.135,3,upgrade
0.89,88.2,50.8,1.83,1,8,0.949,87.7,0.041,5,maintain
0.31,54.2,78.4,2.44,9,3,0.418,62.4,0.081,7,downgrade
0.387,36.9,121.2,3.34,12,8,0.407,32.4,0.152,5,downgrade
0.808,74.0,63.3,2.07,2,4,0.875,81.8,0.164,8,upgrade
0.259,40.9,103.8,3.38,13,5,0.345,35.1,-0.162,5,downgrade
0.879,98.9,56.9,1.39,0,3,0.925,83.9,0.149,9,upgrade
0.702,49.7,105.2,3.02,1,6,0.84,59.8,0.021,3,maintain
0.915,90.8,44.5,1.75,1,1,0.971,84.0,0.118,10,upgrade
0.294,40.0,107.8,3.45,8,7,0.252,51.1,-0.164,8,downgrade
0.43,28.3,171.4,3.46,17,4,0.438,39.1,0.038,5,downgrade
0.893,48.5,78.4,3.18,1,2,0.624,45,0.07,4,maintain
0.929,87.6,41.6,1.66,2,2,0.877,92.0,0.129,6,upgrade
0.892,74.4,61.8,2.13,3,4,0.918,88.2,0.072,4,upgrade
0.686,56.6,73.7,2.71,6,1,0.633,78.9,-0.017,8,maintain
0.4,19.7,173.2,3.36,12,5,0.401,28.8,-0.097,6,downgrade
0.714,66.0,48.1,2.4,0,1,0.836,77.8,-0.015,2,maintain
0.783,85.1,72.4,2.43,3,5,0.825,83.0,-0.017,6,upgrade
0.913,88.5,48.8,1.99,1,5,0.843,87.1,0.196,4,upgrade
0.787,67.7,108.4,2.69,3,3,0.784,54.5,-0.074,3,maintain
0.238,38.0,173.7,3.32,14,6,0.207,25.8,0.003,8,downgrade
0.935,76.2,93.9,2.71,4,4,0.861,85.6,0.093,4,upgrade
0.892,91.4,76.5,1.88,0,4,0.794,95.8,0.3,6,upgrade
0.623,77.3,90.6,2.03,9,7,0.84,52.8,0.045,1,maintain
0.18,22.7,113.1,3.88,8,6,0.166,22.2,-0.054,6,downgrade
0.236,25.5,119.1,3.42,17,4,0.115,11.6,-0.234,6,downgrade
0.597,71.3,92.5,2.09,11,3,0.691,50.0,-0.126,3,maintain
0.737,77.3,72.1,2.33,6,6,0.911,87.7,-0.078,1,maintain
0.811,67.3,87.7,2.84,2,8,0.699,68.4,0.218,4,maintain
0.764,85.7,53.1,1.84,7,1,0.933,92.5,0.202,1,maintain
0.343,29.9,152.1,3.46,10,8,0.397,33.7,0.138,7,downgrade
0.796,65.9,60.4,2.32,1,2,0.646,79.9,0.065,2,maintain
0.369,30.0,115.0,2.89,13,5,0.302,52.4,-0.149,2,downgrade
0.943,88.9,53.6,2.03,3,4,0.896,88.1,-0.052,3,upgrade
0.943,93.2,67.9,1.8,1,6,0.968,84.9,-0.041,9,upgrade
0.723,55.1,103.9,2.92,2,3,0.84,68.3,0.223,3,maintain
0.871,90.6,101.3,2.27,2,6,0.898,83.7,0.158,4,upgrade
0.635,65.0,105.2,2.54,5,1,0.597,56.9,0.118,9,maintain
0.263,57.6,143.2,2.67,17,3,0.259,53.6,-0.033,2,downgrade
0.415,30.3,138.0,3.76,14,3,0.407,27.4,-0.054,8,downgrade
0.377,39.7,121.6,3.3,7,8,0.302,47.3,-0.095,1,downgrade
1.0,95.0,66.8,1.76,1,3,0.804,82.9,0.077,8,upgrade
0.455,46.1,95.6,3.22,6,7,0.23,55.3,-0.154,6,downgrade
0.575,32.8,101.6,2.72,8,2,0.526,41.0,-0.167,3,downgrade
0.844,88.9,52.1,1.49,2,4,0.955,87.2,0.218,5,upgrade
0.472,49.3,133.9,3.69,11,8,0.555,49.9,-0.5,7,downgrade
0.423,43.6,102.4,2.64,5,3,0.559,62.6,-0.011,3,downgrade
0.505,62.7,79.5,2.81,4,6,0.76,65.8,-0.108,2,maintain
0.31,20.4,159.8,3.77,11,4,0.331,28.5,0.051,4,downgrade
0.303,38.3,110.7,3.19,9,6,0.391,50.1,-0.276,6,downgrade
0.952,75.3,53.9,1.6,2,1,0.957,90.7,0.072,6,upgrade
0.607,45,109.9,2.84,10,3,0.754,56.7,-0.03,10,maintain
0.933,84.3,55.8,1.75,1,6,0.875,91.4,-0.008,8,upgrade
0.801,63.5,89.0,2.55,1,6,0.903,90.5,-0.266,4,maintain
0.448,18.8,141.5,3.85,13,6,0.571,5.7,-0.175,7,downgrade
0.886,93.1,38.4,1.66,2,2,0.929,92.9,0.012,7,upgrade
0.31,61.8,91.9,2.63,8,3,0.363,70.1,-0.216,3,downgrade
0.544,63.1,75.5,1.87,12,2,0.695,72.7,0.028,4,maintain
0.876,84.3,60.9,1.64,1,3,0.908,73.6,0.162,3,upgrade
0.347,44.5,97.3,3.06,10,8,0.375,34.9,-0.227,5,downgrade
0.408,59.9,82.0,3.04,10,7,0.313,73.4,-0.187,5,downgrade
0.356,26.0,120.2,2.87,12,4,0.453,25.9,-0.265,2,downgrade
0.284,35.6,111.3,3.15,16,6,0.324,30.0,-0.106,2,downgrade
0.903,93.0,87.4,2.0,4,6,0.861,93.6,0.066,10,upgrade
0.774,82.7,57.0,1.77,1,1,0.888,88.4,0.254,3,upgrade
0.382,43.3,128.3,3.48,4,7,0.347,45.9,0.032,6,downgrade
0.94,77.1,43.1,1.97,2,1,0.905,87.0,0.017,8,upgrade
0.869,87.8,58.2,1.94,6,1,0.9,85.8,0.233,1,maintain
0.413,28.7,125.8,3.27,14,5,0.392,6.7,0.179,6,downgrade
0.244,33.4,150.5,3.38,9,2,0.366,52.8,-0.017,6,downgrade
0.66,62.5,74.1,2.08,7,2,0.614,71.0,-0.004,6,maintain
0.894,78.3,91.9,2.39,1,4,0.972,85.6,0.004,6,upgrade
0.49,12.3,177.9,3.75,7,8,0.483,15.3,-0.22,4,downgrade
0.585,72.5,98.3,2.45,5,6,0.811,63.4,-0.135,8,maintain
0.364,53.5,158.3,3.0,19,6,0.504,51.5,-0.211,4,downgrade
0.455,58.1,119.9,2.94,9,3,0.324,55.4,-0.25,4,downgrade
0.409,49.9,106.3,3.1,9,4,0.436,41.1,-0.285,5,downgrade
0.876,86.1,78.7,2.04,0,7,0.97,95.7,-0.05,9,upgrade
0.556,79.9,130.0,2.34,12,7,0.59,68.2,0.264,7,maintain
0.85,73.9,91.3,2.78,1,8,0.946,86.8,-0.382,7,maintain
0.5,47.0,111.6,3.06,5,5,0.647,65.4,0.163,6,maintain
0.941,86.3,42.7,1.84,1,2,0.915,95.9,0.036,9,upgrade
0.309,58.2,91.1,2.11,16,3,0.165,47.9,0.066,4,downgrade
0.288,40.5,145.7,3.09,14,6,0.405,37.4,0.108,7,downgrade
0.931,96.8,65.1,1.68,0,2,0.909,92.0,-0.016,7,upgrade
0.342,14.6,167.5,4.09,8,2,0.481,5,-0.243,3,downgrade
0.91,98.1,46.5,1.21,5,1,0.932,94.9,0.095,6,upgrade
0.957,79.3,51.6,2.07,0,3,1.0,86.2,0.097,8,upgrade
0.628,61.6,124.9,2.79,7,5,0.634,68.5,0.17,3,maintain
0.947,79.1,79.5,2.38,0,2,0.955,81.4,0.175,7,upgrade
0.638,82.8,99.6,2.28,6,7,0.625,63.3,0.112,4,maintain
0.773,69.7,64.1,2.38,2,6,0.775,79.9,-0.048,10,maintain
0.958,77.4,73.4,2.26,0,5,0.891,94.0,0.189,8,upgrade
0.922,87.8,42.3,1.42,0,1,0.884,83.0,-0.059,8,upgrade
0.205,43.7,112.9,3.12,14,6,0.405,58.6,-0.226,5,downgrade
0.279,44.5,93.7,3.24,16,4,0.159,70.6,-0.316,2,downgrade
0.897,90.8,68.5,1.55,2,5,0.773,88.8,0.056,9,upgrade
0.934,82.7,51.4,1.59,1,1,0.916,86.1,-0.09,6,upgrade
0.647,68.5,88.1,2.93,4,7,0.583,63.4,-0.055,3,maintain
0.416,46.6,101.6,3.4,9,6,0.587,57.2,-0.27,6,downgrade
0.856,54.0,103.8,2.91,1,7,0.495,66.4,0.065,3,maintain
0.27,34.9,129.2,3.66,5,6,0.418,50.4,-0.057,2,downgrade
0.873,73.7,53.9,2.34,3,4,0.857,88.1,0.159,4,upgrade
0.934,80.2,71.2,1.91,0,5,0.885,78.9,0.046,3,upgrade
0.819,87.1,88.2,1.93,1,7,0.979,80.1,0.177,4,upgrade
0.92,81.3,63.0,2.03,0,2,0.713,65.6,0.037,4,maintain
0.352,15.7,171.8,3.85,10,5,0.3,49.7,-0.169,7,downgrade
0.374,21.0,133.1,3.72,14,3,0.242,18.6,-0.012,8,downgrade
0.969,90.0,96.7,2.68,3,7,0.824,84.6,0.194,10,upgrade
0.664,75.0,99.8,2.88,1,6,0.701,79.9,-0.113,4,maintain
0.469,37.4,129.5,2.82,9,2,0.623,39.9,-0.197,5,downgrade
0.938,89.4,53.1,1.65,0,3,0.919,91.8,0.199,6,upgrade
0.646,88,68.8,1.94,3,4,0.743,74.7,0.004,9,maintain
0.965,80.1,52.5,1.96,2,3,0.91,83.4,0.09,3,upgrade
0.715,45,140.6,3.17,7,8,0.598,73.2,0.021,7,maintain
0.83,89.2,48.2,1.6,0,3,0.82,85.9,0.054,8,upgrade
0.597,57.8,88.4,2.39,4,4,0.689,49.4,0.04,9,maintain
0.193,37.7,106.1,3.28,9,4,0.05,41.2,-0.0,7,downgrade
0.532,64.6,89.6,2.28,8,3,0.768,72.8,-0.058,10,maintain
0.79,68.4,79.0,2.15,1,1,0.953,86.4,-0.424,9,maintain
0.814,84.4,71.8,1.42,4,4,0.882,79.9,0.125,2,maintain
0.572,66.3,117.9,2.28,11,7,0.811,45,-0.037,4,maintain
0.441,13.2,124.1,4.22,6,4,0.589,44.2,-0.262,5,downgrade
0.958,97.2,36.3,1.49,1,2,0.917,82.7,0.065,5,upgrade
0.761,73.4,113.5,2.46,7,7,0.959,85.3,-0.319,7,maintain
0.249,5,108.3,3.88,9,2,0.274,11.5,-0.081,2,downgrade
0.294,57.9,114.9,3.04,15,7,0.565,62.3,-0.019,5,downgrade
0.83,83.6,75.5,2.15,1,6,0.919,81.1,0.154,9,upgrade
0.708,75.5,72.1,2.25,1,7,0.812,65.2,0.101,3,maintain
0.892,81.5,91.8,2.01,3,6,0.905,89.3,0.045,9,upgrade
0.471,36.0,169.5,3.64,15,5,0.648,37.7,-0.083,5,downgrade
0.911,84.7,63.9,2.52,2,7,0.854,87.7,-0.026,8,upgrade
0.247,8.4,169.6,4.18,11,4,0.229,5,-0.181,2,downgrade
0.527,62.1,114.2,2.74,10,8,0.687,79.9,0.205,6,maintain
0.681,45,93.9,3.04,6,1,0.84,79.7,0.048,7,maintain
0.911,85.3,48.7,1.9,0,4,0.871,84.0,0.133,3,upgrade
0.722,82.5,60.5,1.76,4,2,0.954,80.7,-0.198,10,maintain
0.956,88.9,44.0,1.87,1,2,0.765,92.3,0.044,5,upgrade
0.322,23.3,112.3,3.93,11,7,0.181,39.3,-0.081,2,downgrade
0.488,17.6,163.6,3.94,5,8,0.468,13.9,-0.425,7,downgrade
0.568,45,94.3,3.23,3,8,0.653,59.5,0.173,9,maintain
0.179,28.3,160.1,3.88,19,8,0.396,28.9,-0.209,2,downgrade
0.883,99.1,35.0,1.44,0,2,0.914,84.1,0.159,5,upgrade
0.702,80.4,69.2,2.66,5,3,0.495,51.5,0.133,9,maintain
0.905,81.6,65.9,2.3,3,5,0.935,88.1,0.084,9,upgrade
0.859,97.8,58.8,1.56,3,4,0.849,86.1,0.162,9,upgrade
0.318,31.7,121.4,3.35,10,6,0.348,23.3,-0.237,2,downgrade
0.691,70.4,131.2,2.87,5,5,0.778,60.3,-0.199,7,maintain
0.857,84.2,91.9,2.06,4,5,0.894,85.4,0.071,7,upgrade
0.84,98.1,68.2,1.31,6,1,0.929,88.7,0.198,3,upgrade
0.25,34.0,153.0,3.52,15,8,0.05,37.3,-0.014,7,downgrade
0.233,45.4,140.2,2.86,18,7,0.189,48.3,-0.278,7,downgrade
0.303,30.5,149.7,3.62,10,4,0.412,61.7,-0.25,3,downgrade
0.312,17.0,109.5,3.71,7,5,0.307,26.0,0.052,4,downgrade
0.773,64.4,97.2,2.44,3,4,0.882,92.7,-0.37,6,maintain
0.249,32.2,145.0,3.6,13,7,0.081,38.1,-0.021,8,downgrade
0.317,35.0,147.6,3.87,8,8,0.226,32.8,-0.034,7,downgrade
0.303,26.0,100.2,3.29,8,5,0.296,21.7,-0.261,7,downgrade
0.255,29.2,167.2,3.22,13,5,0.326,16.2,0.023,1,downgrade
0.88,76.9,90.8,2.8,3,6,0.925,84.2,-0.386,7,maintain
0.827,91.3,41.6,1.75,1,4,0.97,86.4,-0.048,6,upgrade
0.5,60.1,94.8,2.36,8,1,0.747,79.9,0.268,3,maintain
0.89,77.0,56.6,2.03,0,5,0.907,87.3,0.319,10,upgrade
0.739,62.1,88.1,2.62,5,4,0.791,79.9,0.088,8,maintain
0.5,45,120.2,3.08,8,4,0.665,54.5,0.244,1,maintain
0.975,79.7,62.2,1.97,1,1,0.941,82.7,0.3,6,upgrade
0.282,36.2,168.1,3.87,18,4,0.172,46.5,0.041,4,downgrade
0.913,75.1,60.7,1.65,2,1,0.796,90.0,0.04,9,upgrade
0.909,98.1,53.7,1.46,5,5,0.916,94.5,0.132,6,upgrade
0.651,64.8,103.0,2.4,7,3,0.821,63.1,-0.007,4,maintain
0.367,27.5,172.0,3.91,10,7,0.401,20.9,-0.116,6,downgrade
0.381,36.3,159.8,3.19,13,2,0.536,46.2,-0.194,6,downgrade
0.825,74.6,75.8,2.5,2,5,0.84,65.8,0.043,8,maintain
0.841,75.7,43.7,2.01,2,1,0.744,54.8,-0.074,10,maintain
0.722,82.3,87.4,2.23,4,6,0.84,72.5,-0.134,3,maintain
0.973,94.8,39.6,1.32,2,1,0.87,78.0,-0.084,10,upgrade
0.341,31.1,105.2,3.89,7,8,0.3,8.9,-0.089,1,downgrade
0.924,87.6,63.9,2.08,0,7,0.913,76.6,0.153,6,upgrade
0.881,85.3,75.1,2.22,0,6,0.954,81.0,0.083,6,upgrade
0.203,29.8,148.5,3.99,15,8,0.122,33.9,-0.088,2,downgrade
0.666,76.5,78.2,2.53,9,2,0.759,47.1,0.097,4,maintain
0.283,24.2,132.1,3.1,14,2,0.222,39.1,0.047,3,downgrade
0.311,22.3,154.2,3.56,12,5,0.35,15.3,0.137,1,downgrade
0.884,95.5,54.4,1.95,3,3,0.881,71.5,0.176,7,upgrade
0.655,64.3,73.6,2.53,6,2,0.84,69.3,-0.095,2,maintain
0.947,78.8,81.6,2.2,0,4,0.976,75.5,0.062,7,upgrade
0.599,53.6,123.8,2.95,10,8,0.84,66.3,0.072,1,maintain
0.921,79.9,56.0,2.22,0,4,0.857,95.9,-0.075,4,upgrade
0.929,74.8,76.9,2.24,3,3,0.864,83.5,0.111,8,upgrade
0.886,85.2,63.1,2.22,0,7,0.934,74.2,0.09,7,upgrade
0.5,62.4,107.2,2.96,5,8,0.635,79.9,-0.035,3,maintain
0.263,20.1,143.8,4.04,14,4,0.378,24.4,-0.236,5,downgrade
0.96,72.8,72.0,2.07,0,2,0.805,90.2,0.038,8,upgrade
0.906,77.9,57.0,2.33,0,5,0.824,82.1,-0.033,9,upgrade
